PropType,Price,CBD Distance,Bedroom,Bathroom,Car-Garage,Landsize,Building Area,Built Year,RE Agency,Median Price,Median Rental,PropertyCount,Status
h,3600000,8.4,4,3,2,552,306.6666667,2015,Marshall White,1511000,550,8801,S
u,455000,11.4,2,1,1,182,151.6666667,1985,Woodards,1480000,505,7822,S
u,495000,9.9,1,1,0,225,160.7142857,2019,Brad,897500,490,7485,S
h,503000,13.3,3,1,1,411,216.3157895,1997,Douglas,730000,420,4217,S
h,510000,14,3,2,6,588,326.6666667,1990,First National,495000,380,2246,S
u,603000,12.1,4,1,1,221,184.1666667,2004,Anderson,1840000,498,4442,S
h,624000,12.8,4,1,4,601,286.1904762,1970,Barry Plant,592500,383,1281,S
h,625000,12.9,3,2,4,578,444.6153846,1980,Barry Plant,677500,450,3285,S
t,631000,6.7,2,2,1,305,217.8571429,2000,Brad,1100000,530,11204,S
u,640000,6.1,2,1,1,223,159.2857143,1979,Gary,1116500,600,13240,S
h,650000,8.8,3,1,1,435,217.5,2006,Brace,1079000,500,14577,NS
t,650000,11.5,3,1,2,390,243.75,2010,Brad,840500,470,2651,NS
h,660000,18.4,4,2,2,690,492.8571429,1995,HockingStuart,625000,450,13830,S
u,662500,9.7,3,2,2,219,182.5,2020,Jellis Craig,3100000,650,5682,S
h,741000,25.9,4,2,2,641,320.5,2010,Stockdale,642500,450,5812,S
h,775000,11.2,3,2,1,406,162.4,1992,Ray White,815000,450,21650,S
u,820000,6.6,2,1,1,162,115.7142857,1983,Gary,1342500,750,2952,S
t,820000,11.4,2,1,1,281,200.7142857,1993,Buxton,1636000,650,3578,S
h,860000,3.5,2,1,0,391,195.5,2014,Woodards,1600000,650,6244,S
t,905000,20,2,2,1,281,200.7142857,2008,Hodges,1436000,520,6162,S
h,980000,8,3,1,1,445,261.7647059,2014,Barry Plant,1765000,490,9264,NS
u,1000000,4.6,3,3,2,260,185.7142857,2008,Kay,2601000,495,11308,NS
h,1029000,12,3,1,1,572,228.8,1995,Love,815000,450,21650,S
h,1050000,14.3,4,2,1,584,292,1950,Buxton,1312500,650,2555,NS
t,1050000,8.2,3,2,1,350,291.6666667,1990,RT Edgar,1200000,650,3284,NS
h,1100000,4.6,3,3,2,549,305,2010,HockingStuart,1540000,550,7717,S
h,1112250,15.4,4,3,2,615,341.6666667,1984,Jellis Craig,1100000,560,4385,S
h,1143125,7.8,3,1,0,446,297.3333333,2014,Biggin,1090000,600,1808,S
h,1155000,16,3,2,1,650,464.2857143,1995,Buxton,1535000,670,4794,NS
h,1190000,12.4,3,1,1,723,482,1994,HockingStuart,1580000,600,5420,S
h,1250000,4.3,3,1,1,441,259.4117647,1991,Jellis Craig,1349000,500,6567,NS
h,1400000,13.9,3,1,2,749,394.2105263,1994,HockingStuart,1320000,600,9028,S
h,1549875,5.7,4,2,2,439,243.8888889,1920,McGrath,1304000,480,2970,S
h,1578000,13.1,2,1,2,373,177.6190476,1986,Ray White,1455500,550,4605,NS
h,2027500,6.1,2,2,1,434,361.6666667,2003,Marshall White,1116500,600,13240,S
h,2200000,13.8,5,3,2,581,341.7647059,1993,HockingStuart,2142500,695,5454,S
u,2529875,6.3,2,2,2,162,115.7142857,2020,RT Edgar,2080000,560,4836,NS
h,2625875,4.6,4,2,2,800,400,1989,Jellis Craig,2601000,495,11308,S
h,2625875,4.6,4,2,2,685,360.5263158,2009,Jellis Craig,2601000,495,11308,S
h,2659000,5.9,3,2,2,604,377.5,1920,Marshall White,1750000,583,4675,S
h,3329000,10.5,4,4,2,731,487.3333333,1993,Marshall White,3195000,805,10579,S
h,3329000,11.2,4,3,3,637,398.125,1993,Buxton,3195000,805,10579,S
u,475000,11.8,2,1,1,281,200.7142857,2011,Gary,1636000,650,3578,S
h,540000,11.2,3,1,2,496,354.2857143,1995,Nelson Alexander,815000,450,21650,S
u,560000,2.6,1,1,1,230,143.75,1985,Biggin,1340000,620,14949,S
u,575000,6.1,2,1,1,179,127.8571429,1980,HockingStuart,1116500,600,13240,S
u,590000,6.2,2,1,2,237,148.125,1981,LITTLE,2215000,770,6482,S
t,650000,11.4,3,1,2,347,289.1666667,1992,Barry Plant,1170000,550,3540,S
u,680000,5,2,1,2,185,154.1666667,1988,Biggin,1116500,600,13240,S
h,680000,10.4,3,1,4,393,245.625,1994,Eric,795000,440,1119,NS
h,740000,21.8,3,2,2,534,281.0526316,1986,Flannagan,970000,550,4258,S
h,746500,17.9,2,2,1,509,242.3809524,1987,Harcourts,755000,450,10529,S
h,756000,13.1,3,3,3,482,209.5652174,2015,Stockdale,777000,470,5070,S
h,785000,18.7,3,1,1,599,239.6,2004,Thomson,1095000,680,1048,S
h,806000,8,1,1,0,407,193.8095238,2018,Nelson Alexander,1765000,490,9264,S
t,808000,11.4,3,1,1,367,262.1428571,1973,Gary,1480000,505,7822,S
h,985500,23,3,1,2,608,506.6666667,1981.5,McGrath,845500,510,11925,S
h,1200000,16.7,4,2,2,650,295.4545455,1980,Ray White,1524000,600,7392,S
h,1660000,17.3,4,3,2,592,370,1991,Buxton,1865000,695,5366,S
h,1755000,5.2,4,2,1,445,342.3076923,2008,Jellis Craig,1300000,550,11918,S
t,1835000,6.3,3,2,1,314,196.25,1981,Marshall White,2080000,560,4836,S
h,2150625,9.7,4,4,2,690,405.8823529,1950,Jellis Craig,2220000,700,7809,S
h,2200000,7.7,2,1,1,697,348.5,1993,Fletchers,2250000,595,8920,S
h,2200000,7.7,2,1,1,697,348.5,1993,Fletchers,2250000,595,8920,S
h,2200000,7.7,2,1,1,697,348.5,1993,Fletchers,2250000,595,8920,S
h,2200000,7.7,2,1,1,697,348.5,1993,Fletchers,2250000,595,8920,S
h,2200000,7.7,2,1,1,697,348.5,1993,Fletchers,2250000,595,8920,S
h,2200000,7.7,2,1,1,697,348.5,1993,Fletchers,2250000,595,8920,S
h,2200000,7.7,2,1,1,697,348.5,1993,Fletchers,2250000,595,8920,S
h,2200000,7.7,2,1,1,697,348.5,1993,Fletchers,2250000,595,8920,S
u,2339375,7.3,2,1,1,241,200.8333333,2020,Jellis Craig,2235000,595,10412,S
h,2415000,11.2,4,3,2,402,211.5789474,2019,Buxton,3195000,805,10579,S
h,2900000,9.7,3,2,1,601,333.8888889,1982,Marshall White,3100000,650,5682,NS
h,315000,11.2,1,1,0,454,324.2857143,1995,Ray White,815000,450,21650,NS
u,363000,11.4,1,1,1,255,182.1428571,1980,HockingStuart,1480000,505,7822,S
t,620000,12,3,3,2,324,202.5,2012,Melbourne,815000,450,21650,NS
t,694000,8.9,1,1,1,356,222.5,2018,Nelson Alexander,1265000,500,2890,S
t,700000,5.3,1,1,1,385,240.625,1991,LITTLE,1690000,580,11364,NS
u,755000,5.2,2,1,0,201,125.625,1998,Jellis Craig,1300000,550,11918,S
h,809000,12.1,3,2,1,389,277.8571429,1980,Ray White,774000,420,1414,S
h,810000,11.2,3,2,2,648,405,2002,Nelson Alexander,815000,450,21650,S
h,898000,21.8,4,3,2,705,282,2012,Mason,970000,550,4258,S
h,900500,22.2,3,1,2,752,578.4615385,1970,Williams,895000,550,2206,S
h,920000,9.7,2,2,1,399,181.3636364,1996,Allan,1200000,650,3284,NS
h,925000,11.2,4,2,2,602,430,1960,Stockdale,795000,450,2606,S
h,1080125,19.9,5,2,2,652,296.3636364,1975,Barry Plant,980000,600,3619,NS
h,1101000,17.2,3,1,2,774,336.5217391,1950,Ray White,1155000,495,6871,S
h,1120000,23,4,2,2,634,452.8571429,1981.5,Barry Plant,845500,510,11925,S
h,1254750,13.4,4,2,2,594,330,1990,Win,1285000,525,4387,S
u,1260000,15.2,3,2,1,224,186.6666667,1980,HockingStuart,2090500,850,4497,S
h,1300000,11.8,4,2,2,744,496,2003,McGrath,1302000,600,4480,S
h,1320000,7,4,2,2,548,249.0909091,1995,Nelson Alexander,1250000,500,8870,S
h,1361250,6.2,3,2,2,482,219.0909091,1970,Brad,1065000,500,6232,NS
h,1363750,7,3,1,4,498,249,1994,Biggin,1250000,500,8870,S
h,1439000,9.7,3,1,1,535,334.375,2020,Brad,1200000,650,3284,S
u,1440375,6.1,2,2,2,237,197.5,1980,Buxton,1116500,600,13240,S
h,1523000,14.2,3,1,2,498,216.5217391,1984,Jellis Craig,1407000,600,13366,S
h,1600000,4.5,3,1,2,754,471.25,1972,Jellis Craig,1201000,675,5533,S
u,1695250,3.8,1,1,0,243,202.5,2012,Barry Plant,1735000,675,8648,NS
h,1950000,9.7,3,1,1,533,213.2,1994,Upside,2220000,700,7809,NS
h,2150625,9.2,3,3,2,546,303.3333333,1993,Fletchers,2220000,700,7809,NS
h,2220000,13.8,2,1,1,693,462,1993,Buxton,2142500,695,5454,S
u,2416250,8.1,1,1,1,170,121.4285714,1986,Marshall White,1975000,825,6923,NS
h,2740125,7.9,5,4,2,696,290,1995,RW Property Group,3100000,650,5682,S
h,2740125,9.7,4,3,4,647,258.8,2004,Jellis Craig,3100000,650,5682,S
u,230000,13.5,2,1,1,215,179.1666667,2004,Barry Plant,638000,400,6763,NS
u,441000,6.2,1,1,0,260,216.6666667,2013,Jellis Craig,2215000,770,6482,S
u,460000,9.2,2,1,1,251,209.1666667,1990,HockingStuart,2235000,595,10412,NS
u,490000,6.6,2,1,0,161,134.1666667,1975,HockingStuart,1342500,750,2952,NS
u,535000,10.4,1,1,1,264,165,2011,Buxton,1513000,520,2403,S
t,600000,9.2,2,1,2,371,309.1666667,2008,HockingStuart,897500,450,3873,S
h,636000,8.5,2,1,2,486,194.4,1993,Nelson Alexander,897500,490,7485,S
h,665000,11.2,3,2,2,456,190,1994,Nelson Alexander,815000,450,21650,S
t,672500,6.7,2,2,1,410,341.6666667,1985,RW Property Group,900000,490,3445,S
t,696000,16.7,3,1,2,321,200.625,1982,Fletchers,1750500,608,15321,S
h,786000,27.1,3,2,1,666,370,2001,Noel Jones,852500,550,3789,S
u,830000,14.3,3,1,1,257,160.625,1984,Ray White,1500000,600,10999,S
h,870000,23,4,2,2,546,390,1989,McGrath,1182500,615,2985,NS
h,875000,14.7,3,2,1,550,366.6666667,1981,Buxton,1046000,550,3692,S
h,925000,7,4,1,1,559,399.2857143,1996,HockingStuart,1070000,550,6543,S
u,955000,3.3,1,1,1,180,112.5,2001,Williams,2700000,565,14887,NS
h,1000000,2.4,2,1,0,371,176.6666667,1993,Biggin,1340000,620,14949,NS
u,1000000,7.4,2,2,2,183,130.7142857,2009,Jellis Craig,1750000,583,4675,NS
h,1010000,1.8,2,1,0,440,275,1998,Jellis Craig,1610000,550,6786,S
t,1010000,7.9,3,2,2,314,261.6666667,2002,Miles,1302500,525,5549,S
u,1092875,12.7,2,2,2,246,175.7142857,1994,Miles,1102500,495,4168,S
h,1215000,12.3,3,1,2,536,315.2941176,1990.5,Woodards,1525000,550,3224,S
h,1370000,6.9,3,1,2,427,170.8,1990,Nelson Alexander,1065000,500,6232,S
h,1388800,9.2,3,2,1,517,430.8333333,1985,Jellis Craig,2220000,700,7809,S
h,1410000,11.4,4,3,3,650,541.6666667,1990,Ray White,1480000,505,7822,NS
h,1440000,6.9,3,2,1,397,198.5,1981,Nelson Alexander,1065000,500,6232,S
h,1450000,4,3,2,2,622,414.6666667,1993,Barry Plant,1201000,675,5533,NS
h,1523375,8,4,3,3,591,422.1428571,1985,Greg,1390000,595,6380,S
h,1740000,11.4,5,2,1,509,221.3043478,1960,Buxton,1885000,600,6795,S
h,1946500,11.2,5,3,2,604,274.5454545,2016,Jellis Craig,1511000,550,8801,S
h,2300000,8.8,2,1,2,465,332.1428571,1974,McGrath,1079000,500,14577,S
h,2339375,9.2,2,1,1,619,476.1538462,1987,Marshall White,2235000,595,10412,S
h,3100000,13.8,4,2,2,587,451.5384615,1915,Buxton,2142500,695,5454,S
u,310000,2.6,1,1,0,164,117.1428571,1985,Jellis Craig,1340000,620,14949,S
u,480000,8.5,1,1,1,198,141.4285714,2000,Nelson Alexander,897500,490,7485,NS
h,500000,31.7,3,1,3,678,452,1975,YPA,637500,450,14092,S
h,575000,18.4,3,1,4,592,394.6666667,1990,Reliance,625000,450,13830,S
u,640000,5.3,1,1,0,166,103.75,1985,Nelson Alexander,2601000,495,11308,S
u,720000,13.9,3,2,1,228,142.5,2012,Gary,1305000,650,10969,NS
h,742875,14.8,5,2,4,692,432.5,2005,Biggin,811500,460,1607,S
h,790000,5.5,2,1,1,459,241.5789474,2019,McGrath,1690000,580,11364,NS
h,830000,12.1,4,2,2,596,259.1304348,1980,Barry Plant,850000,490,10175,S
u,902500,7.7,3,3,2,195,121.875,1994,Lindellas,2250000,595,8920,S
u,902500,7.7,3,3,2,195,121.875,1994,Lindellas,2250000,595,8920,S
u,902500,7.7,3,3,2,195,121.875,1994,Lindellas,2250000,595,8920,S
u,902500,7.7,3,3,2,195,121.875,1994,Lindellas,2250000,595,8920,S
u,902500,7.7,3,3,2,195,121.875,1994,Lindellas,2250000,595,8920,S
u,902500,7.7,3,3,2,195,121.875,1994,Lindellas,2250000,595,8920,S
u,902500,7.7,3,3,2,195,121.875,1994,Lindellas,2250000,595,8920,S
u,902500,7.7,3,3,2,195,121.875,1994,Lindellas,2250000,595,8920,S
h,910000,9.7,3,1,2,692,288.3333333,1996,Nelson Alexander,1200000,650,3284,S
h,1040000,8.8,3,2,1,469,234.5,1987,Jellis Craig,1079000,500,14577,S
h,1100000,10.7,3,1,1,420,300,1998,Hamilton,2425000,800,6938,S
h,1115000,13.9,1,1,0,416,189.0909091,2020,HockingStuart,1305000,650,10969,S
h,1120000,20,3,2,2,655,297.7272727,1995,Thomson,1436000,520,6162,S
h,1165000,8.4,4,1,1,398,180.9090909,1994,Nelson Alexander,1079000,500,14577,S
u,1191125,2,1,1,0,260,162.5,2008,Jellis Craig,1062500,580,4553,S
h,1220000,13.8,3,1,2,720,480,2001,Jellis Craig,1580000,600,5420,S
h,1245000,11.2,4,3,3,525,262.5,2007,McDonald,903000,495,2291,NS
h,1257625,5.9,4,2,2,482,321.3333333,2004,Nelson Alexander,1225000,620,7082,S
h,1303000,4.5,1,1,1,393,163.75,2005,Beller,1540000,550,7717,S
h,1311000,13.8,3,2,3,632,451.4285714,1950,Jellis Craig,1305000,650,10969,S
h,1396000,2.6,3,1,2,403,183.1818182,2008,Jellis Craig,1340000,620,14949,S
t,1446000,9.7,4,4,3,368,230,2005,Marshall White,2220000,700,7809,S
h,1695250,3.8,3,2,2,655,467.8571429,1997,Greg,1735000,675,8648,S
h,1760000,13.1,3,1,2,689,430.625,1979,Noel Jones,1455500,550,4605,S
h,2055000,5.3,4,2,2,578,251.3043478,1991,Marshall White,2601000,495,11308,S
h,2150625,9.2,3,2,2,454,378.3333333,1994,Jellis Craig,2220000,700,7809,S
u,2262375,2.7,2,1,1,170,121.4285714,1992,HockingStuart,2700000,565,14887,S
h,2262375,3.3,4,2,2,596,425.7142857,2011,Kay,2700000,565,14887,S
u,2339375,7.3,2,1,1,194,161.6666667,2017,HockingStuart,2235000,595,10412,NS
u,2740125,9.7,2,1,1,202,126.25,2014,HockingStuart,3100000,650,5682,S
h,2900000,10.2,4,2,3,598,299,1925,Marshall White,2270000,600,5457,S
t,391000,25.5,3,2,1,346,247.1428571,2013,Ray White,661000,500,2940,S
u,435000,4.5,2,1,1,251,179.2857143,2008,Pagan,1201000,675,5533,S
t,485000,11.2,1,1,0,404,288.5714286,1992,Ray White,815000,450,21650,S
u,585000,8.7,2,1,1,182,151.6666667,1992,Gary,1800000,700,5051,S
u,600000,27,2,2,1,187,155.8333333,2019,Eview,1082500,550,3906,S
h,601000,20.5,3,2,2,454,324.2857143,2007,Ray White,710000,470,7969,S
h,605000,14,4,1,2,601,333.8888889,1960,YPA,520000,450,4294,S
h,615750,14.8,3,1,2,663,442,1980,Hamilton,618000,400,6388,NS
h,645000,12,2,1,2,518,272.6315789,1998,McGrath,815000,450,21650,S
t,650000,5.2,2,1,1,372,232.5,2014,Nelson Alexander,1225000,620,7082,NS
u,720000,1.6,2,1,1,182,151.6666667,1991,Nelson Alexander,1610000,550,6786,NS
h,721000,13,3,1,2,674,269.6,1990,YPA,735000,470,8870,S
h,750000,13.9,3,2,1,610,290.4761905,2000,Hodges,1305000,650,10969,NS
t,795000,5.2,3,2,1,343,214.375,1981,RT Edgar,1300000,550,11918,S
h,801000,11.2,3,1,2,385,167.3913043,2014,Ray White,815000,450,21650,S
h,905000,13.4,3,2,2,567,246.5217391,1990,Ray White,1285000,525,4387,S
h,973750,17.5,3,1,2,650,295.4545455,1982,Grantham,929000,500,2727,NS
h,1035000,13.5,4,2,3,574,358.75,1993,Airport,795000,480,3464,S
h,1050000,13.8,5,3,2,728,428.2352941,1992,Barry Plant,1580000,600,5420,NS
h,1051000,11.2,3,2,2,728,291.2,1950,Barry Plant,735000,470,8870,S
h,1230000,13.8,2,1,1,375,170.4545455,1994,Ray White,1580000,600,5420,S
h,1431000,14.2,3,2,2,388,323.3333333,1982,Jellis Craig,1407000,600,13366,S
h,1549875,5.7,3,1,3,531,241.3636364,1997,Nelson Alexander,1304000,480,2970,S
h,1650000,6.1,2,1,1,402,268,2016,Abercromby's,1116500,600,13240,S
u,1946500,11.2,3,1,2,189,118.125,1975,Jellis Craig,1511000,550,8801,S
h,2123000,11.2,4,3,2,412,316.9230769,2004,Jellis Craig,1511000,550,8801,S
u,2141125,10.2,2,1,1,146,104.2857143,1960,Fletchers,1702000,600,2079,S
h,2339375,7.3,3,1,3,450,250,1995,Marshall White,2235000,595,10412,S
h,2390000,8,3,1,1,669,290.8695652,2007,Barry Plant,1765000,490,9264,S
h,2400000,2.7,3,2,0,599,460.7692308,1900,Jellis Craig,2700000,565,14887,S
h,3000000,21.5,3,1,2,404,269.3333333,1995,HockingStuart,1257500,550,2824,NS
h,462000,36.9,1,1,0,515,214.5833333,1960,Eview,882500,540,2259,S
h,530000,20.6,4,2,2,645,268.75,1980,Barry Plant,646000,460,15510,S
h,601000,6.7,3,1,2,367,203.8888889,1960,Nelson Alexander,900000,490,3445,S
h,609000,25.9,4,2,2,448,203.6363636,2011,Hamilton,642500,450,5812,S
t,640000,6.4,3,2,1,362,301.6666667,2017,HockingStuart,945000,450,962,S
h,645000,11.2,3,2,2,556,370.6666667,2012,RW Property Group,735000,470,8870,S
u,755500,10.2,2,2,1,275,229.1666667,2020,Noel Jones,2270000,600,5457,S
h,828250,12.1,3,2,4,669,278.75,1991,Ace Real Estate,850000,490,10175,S
h,837000,8.8,2,1,3,581,446.9230769,1985,Nelson Alexander,1079000,500,14577,S
h,845000,11.2,5,2,2,676,375.5555556,2000,RW Property Group,815000,450,21650,S
t,855000,9.1,3,2,2,337,210.625,2004,Greg,978000,578,984,S
h,940000,12.8,5,2,2,513,366.4285714,1970,Barry Plant,592500,383,1281,NS
h,950000,13.4,2,1,1,621,345,1999,Noel Jones,1285000,525,4387,NS
t,977500,11.7,3,3,3,386,321.6666667,2012,Buxton,1362000,550,3582,S
h,1030000,8.7,3,2,1,544,418.4615385,1973,Jason,1055000,540,4918,S
h,1050000,23.5,3,3,1,678,376.6666667,2000,Harcourts,1050000,550,11667,S
h,1152250,6.6,2,1,0,380,237.5,1993,Village,1215000,550,2417,S
h,1170000,6.8,3,2,4,436,189.5652174,1997,Raine,1390000,595,6380,S
h,1279750,21.5,4,2,1,535,222.9166667,1970,HockingStuart,1257500,550,2824,NS
h,1410000,11.7,5,2,1,657,410.625,2020,Fletchers,1370000,560,5678,NS
h,1543000,16.7,3,2,1,404,269.3333333,1995,Harcourts,1750500,608,15321,NS
h,1652000,11.2,3,2,2,390,205.2631579,1972,Kay,2270000,600,5457,S
u,2384875,7.8,2,1,1,237,148.125,1987,Jellis Craig,2250000,595,8920,S
u,2384875,7.8,2,1,1,237,148.125,1987,Jellis Craig,2250000,595,8920,S
u,2384875,7.8,2,1,1,237,148.125,1987,Jellis Craig,2250000,595,8920,S
u,2384875,7.8,2,1,1,237,148.125,1987,Jellis Craig,2250000,595,8920,S
u,2384875,7.8,2,1,1,237,148.125,1987,Jellis Craig,2250000,595,8920,S
u,2384875,7.8,2,1,1,237,148.125,1987,Jellis Craig,2250000,595,8920,S
u,2384875,7.8,2,1,1,237,148.125,1987,Jellis Craig,2250000,595,8920,S
u,2384875,7.8,2,1,1,237,148.125,1987,Jellis Craig,2250000,595,8920,S
u,2625875,5.3,2,2,2,248,206.6666667,2020,Jellis Craig,2601000,495,11308,S
h,2908250,7.9,4,1,3,736,320,1995,Marshall White,2232000,1100,892,S
u,313000,7.7,1,1,1,220,137.5,1998,Chisholm,2030000,520,8989,S
u,455000,16.5,2,1,1,259,185,1998,YPA,670000,420,2474,S
h,556000,20.6,4,2,2,669,446,2010,Barry Plant,646000,460,15510,NS
h,580000,28.8,3,3,1,625,284.0909091,1998,Barry Plant,580000,453,845,S
h,585000,19.6,4,2,2,396,180,2016,Iconek,639000,450,10926,NS
u,623000,16,1,1,1,257,160.625,1980,Buxton,1535000,670,4794,S
h,640000,13.9,2,2,2,402,191.4285714,2002,HockingStuart,1305000,650,10969,NS
h,662000,20.6,4,2,2,512,243.8095238,2008,Ray White,646000,460,15510,S
u,671000,5.4,2,2,2,255,212.5,1995,Jellis Craig,2735000,610,10331,S
h,680000,14,4,1,1,591,311.0526316,1986.5,Barry Plant,650000,400,14042,S
h,680000,14,3,2,2,512,204.8,2000,Purplebricks,650000,400,14042,S
h,690000,10.4,3,1,2,650,270.8333333,1994,Barry Plant,795000,440,1119,NS
h,715000,20.6,4,2,2,576,338.8235294,2014,Ray White,646000,460,15510,S
u,770000,7.2,2,2,1,258,161.25,1999,Buxton,2030000,520,8989,S
h,795000,12.7,3,3,1,533,380.7142857,2006,Ray White,1102500,495,4168,S
u,800000,12.7,3,1,1,233,145.625,2017,Ray White,1102500,495,4168,S
h,830000,21.5,3,1,2,535,411.5384615,1980,Barry Plant,1257500,550,2824,S
t,917000,8.2,3,2,3,305,254.1666667,2008,Hodges,1200000,650,3284,S
h,950000,25,4,2,4,527,310,1970,iTRAK,782500,480,9704,S
h,972500,8.4,3,1,1,448,320,1930,Nelson Alexander,1079000,500,14577,S
h,985000,18,4,2,2,617,411.3333333,1982,Fletchers,1040000,540,6990,S
h,1000000,4.3,3,2,2,370,264.2857143,1991,Nelson Alexander,1349000,500,6567,S
h,1040000,14.9,3,2,1,795,361.3636364,1950,Buckingham,751000,450,2329,NS
t,1136000,16.1,2,1,1,413,258.125,2001,Barry Plant,1250000,600,4790,S
h,1200000,8.8,3,1,1,542,271,2003,Love,1079000,500,14577,S
h,1364125,11.7,3,2,2,741,494,1976,Marshall White,1370000,560,5678,S
h,1400000,5.2,3,1,0,451,265.2941176,1995,Nelson Alexander,1300000,550,11918,NS
t,1470000,10.7,2,1,2,300,214.2857143,1983,Biggin,2425000,800,6938,S
h,1603500,5.5,3,1,1,459,229.5,1999,Jellis Craig,1690000,580,11364,S
u,1620000,11.2,3,2,2,231,144.375,1972,Buxton,3195000,805,10579,S
h,1800000,9.7,3,2,2,577,303.6842105,1974,Jellis Craig,3100000,650,5682,NS
h,1831000,14.2,2,1,1,428,285.3333333,1981,Jellis Craig,1407000,600,13366,S
h,1860000,15.5,4,3,3,682,401.1764706,1995,Jellis Craig,1450000,600,6202,NS
h,2339375,7.3,3,1,2,583,291.5,1995,Marshall White,2235000,595,10412,S
h,4750000,6.1,4,3,5,648,360,2014,RT Edgar,1116500,600,13240,NS
h,4760000,7.8,4,2,2,757,630.8333333,1998,Jellis Craig,2250000,595,8920,S
h,4760000,7.8,4,2,2,757,630.8333333,1998,Jellis Craig,2250000,595,8920,S
h,4760000,7.8,4,2,2,757,630.8333333,1998,Jellis Craig,2250000,595,8920,S
h,4760000,7.8,4,2,2,757,630.8333333,1998,Jellis Craig,2250000,595,8920,S
h,4760000,7.8,4,2,2,757,630.8333333,1998,Jellis Craig,2250000,595,8920,S
h,4760000,7.8,4,2,2,757,630.8333333,1998,Jellis Craig,2250000,595,8920,S
h,4760000,7.8,4,2,2,757,630.8333333,1998,Jellis Craig,2250000,595,8920,S
h,4760000,7.8,4,2,2,757,630.8333333,1998,Jellis Craig,2250000,595,8920,S
u,211000,6.1,1,1,0,178,148.3333333,2019,Gary,1116500,600,13240,S
u,308000,1.6,1,1,0,216,135,1989,Peter,1715000,630,5825,S
u,327000,11.4,1,1,1,265,189.2857143,1960,Buxton,1636000,650,3578,S
u,335000,6.1,1,1,0,205,146.4285714,1975,Wilson,1116500,600,13240,S
u,500000,14,3,1,1,189,135,1992,Sweeney,650000,400,14042,S
h,580000,4.5,2,1,1,429,238.3333333,2008,Nelson Alexander,1201000,675,5533,S
h,620000,12.9,3,2,3,530,441.6666667,1980,Barry Plant,677500,450,3285,S
t,620000,11.2,3,1,2,291,207.8571429,1984,Eview,735000,470,8870,S
t,640000,6.4,2,1,2,332,237.1428571,2010,Sweeney,860000,470,7570,S
h,650000,41,3,3,2,612,255,2002,O'Brien Real Estate,816000,530,8743,NS
h,653000,14,3,1,0,647,539.1666667,1970,YPA,520000,450,4294,S
h,670000,7,3,1,1,477,216.8181818,1982,Village,1070000,550,6543,NS
h,680000,9.4,2,1,1,591,328.3333333,2016,Century 21,815000,500,2674,NS
h,700000,12,3,2,1,503,209.5833333,2018,Stockdale,815000,450,21650,S
u,721000,5.3,2,1,1,249,155.625,1986,Jellis Craig,2601000,495,11308,S
u,740000,7.4,2,1,1,182,151.6666667,2008,Marshall White,1750000,583,4675,S
h,762000,8.4,2,1,2,451,180.4,1978,Williams,1297500,550,5498,S
h,762000,23.2,3,2,2,792,465.8823529,1980,Ray White,831000,480,3598,S
t,795000,15.5,3,2,2,311,194.375,1990,Purplebricks,1450000,600,6202,NS
h,910000,5.9,2,1,4,576,360,1994,Raine,1225000,620,7082,S
h,951000,6.2,2,1,1,360,225,1900,Nelson Alexander,1065000,500,6232,S
h,1004000,5.2,1,1,1,372,286.1538462,2010,Nelson Alexander,1300000,550,11918,S
h,1058875,21.5,5,3,2,553,251.3636364,1992.5,Barry Plant,985000,650,2243,NS
h,1079125,4.3,3,1,1,592,328.8888889,1998,Brad,1055000,540,4918,S
t,1128500,8.4,4,3,2,323,230.7142857,2017,Love,1079000,500,14577,S
h,1350000,2.6,3,2,2,558,265.7142857,2002,Peter,1340000,620,14949,NS
h,1800000,5.6,3,3,1,539,269.5,2005,Jellis Craig,2735000,610,10331,S
h,2280000,7.2,4,2,1,394,164.1666667,1910,Chisholm,2030000,520,8989,S
h,4508000,8.4,2,1,2,487,202.9166667,1984,Jellis Craig,2440000,600,3265,S
u,345000,7,1,1,1,235,195.8333333,1970,HockingStuart,1070000,550,6543,S
h,375000,29.8,3,1,2,584,307.3684211,1983,Raine,495000,367,4718,S
h,391000,31.7,3,2,2,688,344,1970,YPA,637500,450,14092,NS
u,422000,3.3,1,1,0,220,157.1428571,1997,HockingStuart,2700000,565,14887,S
h,536250,27.2,2,1,1,456,182.4,1993,Barry Plant,555000,400,5262,NS
u,577250,20,2,2,1,236,168.5714286,1994,Hodges,1436000,520,6162,S
h,627375,20.6,3,2,1,450,187.5,2000,Barry Plant,670000,450,5833,S
h,652125,12.8,3,2,1,425,303.5714286,1970,RW Property Group,592500,383,1281,S
u,702000,11.4,1,1,1,202,144.2857143,1989,Gary,1480000,505,7822,S
t,807000,7.8,2,2,1,371,309.1666667,2019,Nelson Alexander,1100000,530,11204,S
h,860000,11.7,3,1,1,568,315.5555556,1960,Nelson Alexander,960000,480,5629,S
u,870000,14.2,3,2,2,264,220,1982,Buxton,1407000,600,13366,S
h,881750,14.5,4,2,2,673,560.8333333,1979,Jellis Craig,872000,525,1442,S
h,900000,16,3,1,4,556,264.7619048,1995,Buxton,1535000,670,4794,S
u,910000,7.8,3,2,1,274,228.3333333,2006,Miles,1302500,525,5549,S
